Identifier,Disease
DOID:3910,lung adenocarcinoma
DOID:0050235,obsolete alveolata infectious disease
DOID:0040048,phthalic anhydride allergic asthma
DOID:0050237,obsolete euglenozoa infectious disease
DOID:0050238,obsolete parabasalia infectious disease
DOID:0050239,obsolete fornicata infectious disease
DOID:0050728,glycogen metabolism disorder
DOID:0050729,chanarin-dorfman syndrome
DOID:3918,pancreatic cystadenoma
DOID:14069,cerebral malaria
DOID:0040040,hexamethylene diisocyanate allergic asthma
DOID:0040041,isocyanates allergic asthma
DOID:540,strabismus
DOID:4036,obsolete helicobacter pylori gastritis
DOID:4037,necrotizing gastritis
DOID:4034,fungal gastritis
DOID:4035,lymphocytic gastritis
DOID:4033,bacterial gastritis
DOID:4030,eosinophilic gastritis
DOID:4031,eosinophilic gastroenteritis
DOID:8990,obsolete hodgkin's granuloma involving lymph nodes of multiple sites
DOID:4038,granulomatous gastritis
DOID:4039,obsolete crohn's associated gastritis
DOID:0111216,autosomal recessive centronuclear myopathy
DOID:0111217,autosomal dominant centronuclear myopathy
DOID:0111214,distal spinal muscular atrophy type 5
DOID:0111215,distal hereditary motor neuronopathy type 8
DOID:0111212,distal hereditary motor neuronopathy type 9
DOID:0111213,distal spinal muscular atrophy type 4
DOID:0111210,distal hereditary motor neuronopathy type 2d
DOID:0111211,distal spinal muscular atrophy type 3
DOID:0110264,cataract 33
DOID:0111218,friedreich ataxia 1
DOID:0111219,friedreich ataxia 2
DOID:0080536,hypermanganesemia with dystonia 1
DOID:0080537,hypermanganesemia with dystonia 2
DOID:0080534,myxofibrosarcoma
DOID:0080535,hypermanganesemia with dystonia
DOID:0080532,smarca4-deficient sarcoma of thorax
DOID:0080533,carney-stratakis syndrome
DOID:0080530,granular corneal dystrophy 1
DOID:0080531,dedifferentiated liposarcoma
DOID:0080538,sweeney-cox syndrome
DOID:0080539,peho syndrome
DOID:1875,impotence
DOID:0090141,cortisone reductase deficiency 1
DOID:0040104,"toluene 2,4-diisocyanate allergic asthma"
DOID:961,neurofibroma of the esophagus
DOID:960,esophagus leiomyoma
DOID:963,episodic ataxia
DOID:962,neurofibroma
DOID:1876,sexual dysfunction
DOID:8992,obsolete hodgkin's granuloma involving lymph nodes of inguinal region and lower limb
DOID:0110182,charcot-marie-tooth disease axonal type 2c
DOID:1873,obsolete abortion complicated by metabolic disorder
DOID:11862,obsolete late pregnancy
DOID:0110184,charcot-marie-tooth disease type 4j
DOID:525,central nervous system vasculitis
DOID:8438,afferent loop syndrome
DOID:9043,uterine cervix leukoplakia
DOID:7588,obsolete mixed endodermal sinus neoplasm and teratoma of the testis
DOID:13338,obsolete toxoplasma myocarditis
DOID:524,obsolete central nervous system aids arteritis
DOID:8439,postgastrectomy syndrome
DOID:7639,malignant granular cell skin tumor
DOID:11525,obsolete iris and ciliary body vascular disorder
DOID:3267,mucinous ovarian cystadenoma
DOID:3264,subacute leukemia
DOID:3265,chronic granulomatous disease
DOID:3262,phagocyte bactericidal dysfunction
DOID:3263,piebaldism
DOID:3260,spindle cell rhabdomyosarcoma
DOID:3261,hyper ige recurrent infection syndrome 1
DOID:0080392,nephrotic syndrome type 17
DOID:0080393,nephrotic syndrome type 18
DOID:0080390,nephrotic syndrome type 1
DOID:0080391,nephrotic syndrome type 9
DOID:0080396,orofacial cleft 2
DOID:0080397,orofacial cleft 3
DOID:0080394,nephrotic syndrome type 19
DOID:3269,ovarian cystadenoma
DOID:0110167,charcot-marie-tooth disease axonal type 2k
DOID:0110166,charcot-marie-tooth disease axonal type 2h
DOID:0110165,charcot-marie-tooth disease type 2e
DOID:0110164,charcot-marie-tooth disease type 2d
DOID:0110163,charcot-marie-tooth disease axonal type 2f
DOID:0110162,"charcot-marie-tooth disease, axonal type 2w"
DOID:0110161,charcot-marie-tooth disease type 2r
DOID:13817,obsolete single episode manic disease moderate degree
DOID:2797,idiopathic interstitial pneumonia
DOID:2791,obsolete hookworm infectious disease
DOID:2790,necatoriasis
DOID:0110169,charcot-marie-tooth disease axonal type 2p
DOID:0110168,charcot-marie-tooth disease type 2y
DOID:7565,vulvar eccrine porocarcinoma
DOID:12958,paralytic lagophthalmos
DOID:7567,vulvar clear cell hidradenocarcinoma
DOID:7566,eccrine porocarcinoma
DOID:7568,obsolete adult brain meningioma
DOID:7586,supraglottis verrucous carcinoma
DOID:0110815,hereditary spastic paraplegia 64
DOID:526,human immunodeficiency virus infectious disease
DOID:7585,subglottis squamous cell carcinoma
DOID:9650,pathologic nystagmus
DOID:12934,kearns-sayre syndrome
DOID:9653,obsolete pre-eclampsia or eclampsia superimposed on pre-existing hypertension
DOID:13602,obsolete acute schizophrenic episode subchronic state
DOID:13603,obstructive jaundice
DOID:0070102,obsolete noonan syndrome 2
DOID:13601,obsolete enteropathogenic escherichia coli infectious disease
DOID:0070104,obsolete noonan syndrome 4
DOID:0070105,obsolete noonan syndrome 5
DOID:13604,obsolete acute schizophrenic episode chronic state with acute exacerbation
DOID:13605,obsolete acute schizophrenic episode chronic state
DOID:0070108,obsolete noonan syndrome 8
DOID:9307,rectal prolapse
DOID:13608,biliary atresia
DOID:9654,"obsolete hypertension complicating pregnancy, childbirth and the puerperium"
DOID:8335,microglandular adenosis of breast
DOID:8334,obsolete testicular intratubular germ cell neoplasia with extratubular extension
DOID:8625,obsolete postherpetic trigeminal neuralgia
DOID:8336,childhood choriocarcinoma of the ovary
DOID:8623,obsolete adhesions and disruptions of pupillary membranes
DOID:8622,measles
DOID:0110305,autosomal dominant limb-girdle muscular dystrophy type 1
DOID:8620,obsolete reticulosarcoma involving intrapelvic lymph nodes
DOID:0110309,hypertrophic cardiomyopathy 3
DOID:0110308,hypertrophic cardiomyopathy 2
DOID:8339,intestinal variant cervical mucinous adenocarcinoma
DOID:8338,villoglandular variant cervical mucinous adenocarcinoma
DOID:448,obsolete facial neoplasm
DOID:8628,"hodgkin's lymphoma, lymphocytic depletion"
DOID:7305,astroblastoma
DOID:7304,obsolete breast carcinoma metastatic to the brain
DOID:7306,obsolete anaplastic oligoastrocytoma
DOID:7301,obsolete inferior vena cava leiomyosarcoma
DOID:13137,werdnig-hoffmann disease
DOID:7302,endodermal sinus pattern testicular yolk sac tumor
DOID:2920,membranoproliferative glomerulonephritis
DOID:520,aortic disease
DOID:13814,hypoglossal nerve disease
DOID:2921,glomerulonephritis
DOID:7750,adult brain ependymoma
DOID:2139,paraurethral gland neoplasm
DOID:0060030,"autoimmune disease of eyes, ear, nose and throat"
DOID:0060033,autoimmune disease of peripheral nervous system
DOID:9805,obsolete pneumococcal infectious disease
DOID:0060035,obsolete medical disorder
DOID:0060034,dropped head syndrome
DOID:0060037,developmental disorder of mental health
DOID:0060036,intrinsic cardiomyopathy
DOID:2131,obsolete childhood malignant central nervous system neoplasm
DOID:0060038,specific developmental disorder
DOID:2133,central nervous system sarcoma
DOID:2433,epidermal appendage tumor
DOID:2135,temporal lobe neoplasm
DOID:8432,polycythemia
DOID:1047,"obsolete mental disorder complicating pregnancy, childbirth, or the puerperium"
DOID:3431,cerebritis
DOID:1042,obsolete generalized infection during labor
DOID:3437,laryngitis
DOID:6618,obsolete unknown primary adenocarcinoma
DOID:8433,thyroid malformation
DOID:6962,obsolete recurrent cancer of skin
DOID:0080890,supratentorial ependymoma
DOID:4517,skin angiosarcoma
DOID:6961,bartholin's gland squamous cell carcinoma
DOID:0080895,rapidly involuting congenital hemangioma
DOID:0060298,complement component 4b deficiency
DOID:0080897,solitary fibrous tumor/hemangiopericytoma
DOID:0080896,pericytoma with t(7;12)
DOID:0060295,complement component 2 deficiency
DOID:0060294,cold-induced sweating syndrome
DOID:0060297,complement component 4a deficiency
DOID:6969,acute canaliculitis
DOID:0060291,oculodentodigital dysplasia
DOID:0060290,"blepharophimosis-intellectual disability syndrome, sbbys type"
DOID:0060293,autosomal dominant chondrodysplasia punctata
DOID:0060292,x-linked chondrodysplasia punctata 1
DOID:0112132,severe congenital neutropenia 5
DOID:684,hepatocellular carcinoma
DOID:686,liver carcinoma
DOID:687,hepatoblastoma
DOID:680,tauopathy
DOID:681,progressive bulbar palsy
DOID:682,compartment syndrome
DOID:683,motor neuritis
DOID:0080728,ehlers-danlos syndrome arthrochalasia type 2
DOID:4371,schnitzler syndrome
DOID:688,embryonal cancer
DOID:4370,stomach diverticulosis
DOID:11902,obsolete cerebral amebiasis
DOID:8431,physiological polycythemia
DOID:5613,obsolete anaplastic meningioma
DOID:0050009,obsolete intestinal strongyloidiasis
DOID:11406,choroiditis
DOID:8778,crohn's disease
DOID:0081075,marsili syndrome
DOID:0050003,obsolete streptomyces somaliensis infectious disease
DOID:0050002,obsolete actinomadura pelletieri infectious disease
DOID:0050001,obsolete actinomadura madurae infectious disease
DOID:0050007,obsolete cutaneous strongyloidiasis
DOID:5614,eye disease
DOID:9174,rectum carcinoma in situ
DOID:11905,labium majus cancer
DOID:8600,obsolete carcinoid syndrome
DOID:4379,nut allergy
DOID:350,mastocytosis
DOID:356,obsolete intrathoracic lymph node mast cell malignancy
DOID:357,obsolete upper limb lymph node mast cell malignancy
DOID:4378,peanut allergy
DOID:8602,gum cancer
DOID:1550,"obsolete gestational diabetes complicating pregnancy, childbirth, or the puerperium"
DOID:8604,"obsolete hodgkin's lymphoma, lymphocytic-histiocytic predominance involving intrapelvic lymph nodes"
DOID:0080723,kenny-caffey syndrome type 2
DOID:8607,herpetic whitlow
DOID:8358,pseudoglandular variant testicular seminoma
DOID:397,restrictive cardiomyopathy
DOID:14070,vestibular nystagmus
DOID:1555,urticaria
DOID:1113,obsolete malignant esophageal neoplasm by anatomic region
DOID:8353,epithelioid malignant peripheral nerve sheath tumor
DOID:8352,aortic malignant tumor
DOID:0112137,combined oxidative phosphorylation deficiency 51
DOID:0111310,familial febrile seizures 2
DOID:8828,obsolete systemic inflammatory response syndrome
DOID:8368,chordoid meningioma
DOID:5688,werner syndrome
DOID:5683,hereditary breast ovarian cancer syndrome
DOID:5680,embryonal testis carcinoma
DOID:5681,ovarian embryonal carcinoma
DOID:5687,obsolete flat adenoma syndrome
DOID:5684,"spondyloepimetaphyseal dysplasia, sponastrime type"
DOID:0110945,autosomal recessive osteopetrosis 6
DOID:0110944,autosomal recessive osteopetrosis 4
DOID:0110947,waardenburg syndrome type 2b
DOID:0110946,autosomal recessive osteopetrosis 7
DOID:0110941,autosomal recessive osteopetrosis 3
DOID:0111830,x-linked spinocerebellar ataxia 2
DOID:0110943,autosomal recessive osteopetrosis 2
DOID:0110942,autosomal recessive osteopetrosis 1
DOID:8369,adult malignant schwannoma
DOID:0111831,x-linked spinocerebellar ataxia 3
DOID:0110949,waardenburg syndrome type 3
DOID:0110948,waardenburg syndrome type 1
DOID:11868,obsolete chronic erythremia
DOID:9210,herpes zoster oticus
DOID:4621,holoprosencephaly
DOID:9212,pityriasis rubra pilaris
DOID:4627,ideomotor apraxia
DOID:9214,obsolete herpes simplex virus iridocyclitis
DOID:9217,obsolete herpes zoster eyelid dermatitis
DOID:8820,obsolete ulcerative ileocolitis
DOID:11861,obsolete prolonged pregnancy
DOID:4629,obsolete porcine reproductive and respiratory syndrome
DOID:11864,peripheral focal chorioretinitis
DOID:11730,obsolete borrelia infectious disease
DOID:3072,obsolete secondary glioblastoma multiforme
DOID:0050917,lung combined type small cell adenocarcinoma
DOID:0050916,bronchus mucoepidermoid carcinoma
DOID:3077,obsolete anaplastic childhood astrocytoma
DOID:0050910,cecum adenoma
DOID:0050913,large intestine adenocarcinoma
DOID:3074,giant cell glioblastoma
DOID:8825,obsolete hodgkin's paragranuloma involving spleen
DOID:3079,childhood astrocytic tumor
DOID:3078,anaplastic astrocytoma
DOID:0050919,trachea mucoepidermoid carcinoma
DOID:9266,cystinuria
DOID:5530,thymus squamous cell carcinoma
DOID:5531,ovarian squamous cell carcinoma
DOID:5532,obsolete ovarian squamous cell neoplasm
DOID:9911,infected hydrocele
DOID:5534,renal pelvis squamous cell carcinoma
DOID:5535,gallbladder squamous cell carcinoma
DOID:5536,sarcomatoid squamous cell skin carcinoma
DOID:5537,squamous cell bile duct carcinoma
DOID:5538,external ear squamous cell carcinoma
DOID:5539,ureter squamous cell carcinoma
DOID:0110410,retinitis pigmentosa 69
DOID:12180,obsolete fetal macrosomia
DOID:12185,otosclerosis
DOID:9915,"obsolete malignant neoplasm of ribs, sternum and clavicle"
DOID:4955,central nervous system melanocytic neoplasm
DOID:4486,malignant biphasic mesothelioma
DOID:4957,meninges hemangiopericytoma
DOID:4956,obsolete leptomeningeal neoplasm
DOID:4483,rhinitis
DOID:4953,poliomyelitis
DOID:4952,postpoliomyelitis syndrome
DOID:4639,suppurative lymphadenitis
DOID:4959,epidermolysis bullosa dystrophica
DOID:4958,obsolete central nervous system hemangiopericytoma
DOID:4489,malignant epithelial mesothelioma
DOID:4488,sarcomatoid mesothelioma
DOID:0080709,nk cell deficiency
DOID:0080708,medulloblastoma non-wnt/non-shh group 4
DOID:0070379,developmental and epileptic encephalopathy 6b
DOID:0080258,autosomal recessive congenital ichthyosis 14
DOID:8770,obsolete reticulosarcoma involving intra-abdominal lymph nodes
DOID:0070373,leukoencephalopathy with vanishing white matter 2
DOID:0070372,leukoencephalopathy with vanishing white matter 3
DOID:0070371,leukoencephalopathy with vanishing white matter 4
DOID:0070370,restrictive dermopathy 2
DOID:0070377,developmental and epileptic encephalopathy 96
DOID:0070376,developmental and epileptic encephalopathy 31b
DOID:0070375,developmental and epileptic encephalopathy 64
DOID:0070374,leukoencephalopathy with vanishing white matter 1
DOID:8108,fibroepithelial polyp of urethra
DOID:8109,nephrogenic adenoma of the urethra
DOID:8106,cellular phase chronic idiopathic myelofibrosis
DOID:8107,obsolete s-t syndrome
DOID:8104,vaginal tubulovillous adenoma
DOID:8105,extrahepatic bile duct cystadenoma
DOID:8102,fetal adenoma
DOID:0050404,obsolete commensal mycoplasmataceae infectious disease
DOID:10983,alport syndrome
DOID:10869,fourth cranial nerve palsy
DOID:8858,tonsil cancer
DOID:10795,obsolete congenital syphilitic encephalitis
DOID:2303,stereotypic movement disorder
DOID:2300,spondylolysis
DOID:2301,atrophy of prostate
DOID:5789,mixed hepatoblastoma
DOID:0040006,carbamazepine allergy
DOID:8162,thyroid hurthle cell adenoma
DOID:8018,obsolete renal pelvis and ureter regional transitional cell cancer
DOID:10021,duodenum cancer
DOID:10020,ampulla of vater cancer
DOID:10027,tabes dorsalis
DOID:512,epididymal neoplasm
DOID:8019,obsolete renal pelvis and ureter recurrent transitional cell cancer
DOID:518,scrotum neoplasm
DOID:519,aortitis
DOID:13743,spinal cord lipoma
DOID:13742,neurofibroma of spinal cord
DOID:0060010,omenn syndrome
DOID:6535,obsolete plasma cell ptld
DOID:6458,cerebellar liponeurocytoma
DOID:0060296,congenital secretory chloride diarrhea 1
DOID:10128,venous insufficiency
DOID:10126,keratoconus
DOID:10127,cerebral artery occlusion
DOID:10124,corneal disease
DOID:10125,acute hydrops keratoconus
DOID:10122,hyperpigmentation of eyelid
DOID:8012,benign pericardial teratoma
DOID:10120,obsolete eyelid degenerative disease
DOID:10121,obsolete degenerative disorder of eyelid and periocular area
DOID:8013,penis papillary carcinoma
DOID:7179,mixed eosinophil-basophil adenoma
DOID:7177,anal canal squamous cell carcinoma
DOID:7174,anus basaloid carcinoma
DOID:7175,anal buschke-lowenstein tumor
DOID:7173,cloacogenic carcinoma
DOID:7170,obsolete recurrent non-cutaneous melanoma
DOID:7171,obsolete recurrent cutaneous melanoma
DOID:0111797,autosomal recessive congenital nystagmus
DOID:0111796,congenital nystagmus 5
DOID:0111795,congenital nystagmus 6
DOID:0111794,obsolete congenital nystagmus 4
DOID:0111793,congenital nystagmus 3
DOID:0111792,congenital nystagmus 2
DOID:0111791,congenital nystagmus 7
DOID:0111790,congenital nystagmus 1
DOID:0111799,syndromic microphthalmia 1
DOID:0111798,x-linked nephrolithiasis type i
DOID:0110440,dilated cardiomyopathy 1j
DOID:8811,obsolete malignant histiocytosis involving intrathoracic lymph nodes
DOID:8812,obsolete measles virus otitis media
DOID:0110443,dilated cardiomyopathy 1b
DOID:0110444,dilated cardiomyopathy 1x
DOID:0110445,dilated cardiomyopathy 1kk
DOID:10791,frontal sinusitis
DOID:0110447,dilated cardiomyopathy 1dd
DOID:0110448,dilated cardiomyopathy 1hh
DOID:0110449,dilated cardiomyopathy 1m
DOID:164,"obsolete cystic, mucinous, and serous neoplasm"
DOID:166,melanotic neuroectodermal tumor
DOID:161,keratosis
DOID:163,obsolete mucoepidermoid tumor
DOID:162,cancer
DOID:169,neuroendocrine tumor
DOID:6536,plasma cell neoplasm
DOID:6457,cowden syndrome
DOID:8632,kaposi's sarcoma
DOID:0050710,3-methylcrotonyl-coa carboxylase deficiency
DOID:0040007,abacavir allergy
DOID:0112258,n-acetylglutamate synthase deficiency
DOID:8633,chronic intestinal vascular insufficiency
