Identifier,Disease
signet ring cell adenocarcinoma of rectum,{DOID:7707}
perthes disease,{DOID:14415}
carbohydrate deficient glycoprotein syndrome type iio,{DOID:0070267}
corticosteroid-binding globulin deficiency,{DOID:0090030}
cholelithiasis,{DOID:10211}
mossman ulcer,{DOID:0050456}
band heterotopia,{DOID:0111169}
beukes hip dysplasia,{DOID:0111367}
chordoma of clivus,{DOID:6312}
obsolete malignant junctional nevus melanoma,{DOID:10048}
"crystal arthropathy nos, of the ankle and foot (disorder)",{DOID:829}
clostridium perfringens food poisoning,{DOID:11523}
small size posterior uveal melanoma,{DOID:6566}
obsolete disseminated paracoccidioidomycosis,{DOID:0050091}
astrocytoma of diencephalon,{DOID:4855}
n-acetylglutamate synthase deficiency,{DOID:0112258}
"nephropathy and deafness, x-linked",{DOID:0110034}
ngly1-cddg,{DOID:0060728}
autosomal recessive ifngr1 deficiency,{DOID:0111955}
ca tail of pancreas,{DOID:1793}
female orgasmic disorder,{DOID:7518}
primary mediastinal b-cell lymphoma,{DOID:0080210}
lung carcinoma in situ,{DOID:8800}
mycosis fungoides of intrapelvic lymph nodes (disorder),{DOID:9105}
tetralogy of fallot,{DOID:6419}
verrucous carcinoma,{DOID:3737}
oto-palato-digital syndrome type 1,{DOID:0111783}
"cda, type ib",{DOID:0111397}
obsolete intestinal pseudo-obstruction,{DOID:3878}
tracheal calcification,{DOID:14224}
nutmeg liver,{DOID:13739}
"retinal detachment with retinal defect, unspecified",{DOID:5328}
gerstmann-straussler-scheinker syndrome,{DOID:4249}
oto-palato-digital syndrome type 2,{DOID:0111784}
inhibited male orgasm,{DOID:5576}
nodular basal cell carcinoma,{DOID:4280}
adenocarcinoma in adenomatous polyposis coli (morphologic abnormality),{DOID:8269}
rp69,{DOID:0110410}
autosomal recessive bestrophinopathy,{DOID:0050662}
obsolete single episode moderate major depression,{DOID:1599}
malignant thyroid stimulating hormone producing neoplasm of pituitary gland,{DOID:6274}
aortitis,{DOID:519}
"atrial septal defect 7, with or without av conduction defects",{DOID:0110112}
sed-bds,{DOID:0112287}
clark-baraitser syndrome,{DOID:0080234}
peripheral neuroectodermal tumor of soft tissues,{DOID:4389}
hyperandrogenism,{DOID:11613}
gestational herpes,{DOID:14482}
radioulnar synostosis,{DOID:9827}
xrn,{DOID:0111798}
rp61,{DOID:0110373}
dsma2,{DOID:0111065}
acute dacryocystitis,{DOID:12996}
cataract 26 multiple types,{DOID:0110246}
angiokeratoma corporis diffusum,{DOID:14499}
limb-kinetic apraxia,{DOID:4627}
syndromic x-linked mental retardation hough type,{DOID:0080242}
malignant neoplasm of intestine,{DOID:10155}
lymphadenitis,{DOID:1602}
acute myeloid leukemia with inv(16)(p13.1q22) or t(16;16)(p13.1;q22); cbfb-myh11,{DOID:0081084}
hypoglossal nerve neoplasm,{DOID:3198}
wernicke's disease,{DOID:2384}
"pyogenic arthritis, pyoderma gangrenosum and acne",{DOID:0080519}
brachial plexus lesions,{DOID:8443}
"immunodeficiency 32a, mycobacteriosis, autosomal dominant",{DOID:0111986}
acute pneumonia,{DOID:552}
msmd due to complete interleukin 12b deficiency,{DOID:0111950}
fibroadenosis of breast,{DOID:10352}
cmt slow nerve conduction type c,{DOID:0110151}
infection by fasciolopsis buski,{DOID:888}
autosomal recessive congenital bilateral absence of vas deferens,{DOID:0111864}
endocardium cancer,{DOID:5877}
cryptococcal meningitis,{DOID:0080159}
childhood osteosarcoma,{DOID:3361}
progeroid disease,{DOID:0081332}
"intellectual developmental disorder with hypotonia, impaired speech, and dysmorphic facies",{DOID:0081262}
third cranial nerve paralysis,{DOID:11550}
superior canal syndrome,{DOID:0080193}
blount's disease,{DOID:14798}
primary osteosarcoma of bone,{DOID:3376}
mixed epithelial/mesenchymal metaplastic breast carcinoma,{DOID:7541}
twin-to-twin transfusion syndrome,{DOID:13576}
gamma-glutamyl transferase deficiency,{DOID:0111257}
heart septal defect,{DOID:1681}
dentin dysplasia,{DOID:701}
indeterminate bronchioloalveolar carcinoma,{DOID:0080184}
"hypertension secondary to renal disease, postpartum",{DOID:11271}
spinal enthesopathy (disorder),{DOID:1122}
meningitis in sarcoidosis,{DOID:12055}
disorder of auditory system (disorder),{DOID:12226}
bronchioalveolar lung carcinoma,{DOID:4926}
obsolete nodular lymphoma involving intrapelvic lymph nodes,{DOID:8664}
degeneration of pupillary margin (disorder),{DOID:11005}
penis non-invasive verrucous carcinoma,{DOID:5907}
obsolete epithelial carcinoma,{DOID:157}
x-linked amelogenesis imperfecta hypoplastic/hypomaturation 2,{DOID:0110059}
osteoclast-like giant cell neoplasm of pancreas,{DOID:7718}
infection due to clostridium tetani,{DOID:11338}
short-rib thoracic dysplasia with or without polydactyly,{DOID:0050592}
mucocutaneous venous malformations,{DOID:0050792}
rickettsia parkeri spotted fever,{DOID:0050051}
granular corneal dystrophy type iii,{DOID:0060453}
marcus-gunn syndrome,{DOID:560}
congenital muscular dystrophy,{DOID:0050557}
nephrogenic adenoma of the urethra,{DOID:8109}
esophagitis,{DOID:11963}
drug-induced dyskinesia (disorder),{DOID:4478}
obsolete hepeviridae infectious disease,{DOID:0050219}
autosomal dominant intellectual developmental disorder-55 with seizures,{DOID:0080227}
gonococcal endocarditis (disorder),{DOID:9411}
latent syphilis,{DOID:9531}
punctate palmoplantar hyperkeratosis type 3,{DOID:0060362}
"blepharophimosis, arachnodactyly, and congenital contractures",{DOID:0111699}
ureteropelvic junction obstruction,{DOID:0111145}
"cleidocranial dysplasia with micrognathia, absent thumbs, and distal aphalangia",{DOID:0060589}
infantile-onset x-linked spinal muscular atrophy,{DOID:0111827}
obsolete dissecting aortic aneurysm,{DOID:7683}
purulent pleuritis,{DOID:3798}
homocystinuria,{DOID:9263}
capillariasis,{DOID:12474}
neuroblastoma of mediastinum,{DOID:10660}
"congenital coxa vara, patella aplasia and tarsal synostosis",{DOID:0111382}
reticulosarcoma involving spleen,{DOID:9020}
familial lipoprotein lipase deficiency,{DOID:14118}
autoimmune cholangiopathy,{DOID:0080742}
cervical malignant mixed mesodermal mullerian tumor,{DOID:4112}
retrograde amnesia,{DOID:4543}
ampulla of vater adenosquamous carcinoma,{DOID:5628}
autosomal dominant spondyloepiphyseal dysplasia tarda,{DOID:0112285}
lung lymphoma,{DOID:6760}
"muscular dystrophy, landouzy-dejerine",{DOID:11727}
malignant mast cell tumors involving spleen,{DOID:4831}
obsolete pseudorabies,{DOID:3902}
col17a1,{DOID:0070337}
diastolic heart failure,{DOID:9775}
relapsed malignant pleural mesothelioma,{DOID:7473}
goldberg-maxwell syndrome,{DOID:4674}
bone localized ewing's sarcoma,{DOID:3368}
diaper rash (disorder),{DOID:2770}
glycogenosis type ixa,{DOID:0111042}
dengue shock syndrome,{DOID:0050125}
drug-induced chronic hepatitis,{DOID:2044}
glycogenosis type ixb,{DOID:0111041}
lassa fever,{DOID:9537}
glycogenosis type ixc,{DOID:0111043}
glycogenosis type ixd,{DOID:0111040}
atp1a1-related autosomal dominant charcot-marie-tooth disease type 2,{DOID:0111558}
alagille-watson syndrome,{DOID:9245}
obsolete oropharyngeal candidiasis,{DOID:2271}
gallbladder lymphoma,{DOID:8135}
classic galactosemia,{DOID:0111459}
pontocerebellar hypoplasia,{DOID:0060264}
secondary encephalitis,{DOID:10993}
amyotrophic lateral sclerosis type 16,{DOID:0060207}
autosomal dominant alport syndrome,{DOID:0110032}
skin melanoma in giant pigmented nevus,{DOID:10045}
osler-vaquez syndrome,{DOID:8997}
pediculosis,{DOID:5502}
gastrinoma of duodenum,{DOID:7959}
exotropia,{DOID:1143}
omphalocoele,{DOID:0060327}
obstructive jaundice,{DOID:13603}
"myopathy, myosin storage, autosomal recessive",{DOID:0111268}
"cleft palate, cardiac defect, genital anomalies, and ectrodactyly",{DOID:0070419}
"amelogenesis imperfecta, type ij",{DOID:0080953}
obsolete primary campylobacteraceae infectious disease,{DOID:0050312}
obsolete fusobacterium infectious disease,{DOID:3758}
palsy of conjugate gaze,{DOID:12445}
fetal distress nos (finding),{DOID:4027}
amyloidosis primary systemic,{DOID:0080933}
branchiootic dysplasia,{DOID:0060232}
obsolete apnea of prematurity,{DOID:11163}
nonepidermolytic palmoplantar keratoderma,{DOID:0050428}
non-specific granulomatous orchitis,{DOID:3089}
hereditary renal aplasia,{DOID:14766}
tia,{DOID:224}
obsolete endosteal hyperostosis,{DOID:0080034}
huntington's disease,{DOID:12858}
chalazion,{DOID:9903}
west nile neuroinvasive disease,{DOID:0050119}
proteosome-associated autoinflammatory syndrome,{DOID:0060913}
idh-mutant anaplastic astrocytoma,{DOID:0080875}
camurati-engelmann disease,{DOID:4997}
renal cystadenocarcinoma,{DOID:4463}
"alzheimer disease 17, late onset",{DOID:0110049}
late spondyloepiphyseal dysplasia,{DOID:14789}
chronic pyelonephritis,{DOID:1076}
cellular leiomyoma,{DOID:5139}
cataract coppock-like,{DOID:0110248}
lgmd1h,{DOID:0110303}
lgmd1d,{DOID:0110305}
lgmd1g,{DOID:0110306}
lgmd1f,{DOID:0110304}
sezary's disease of lymph nodes of axilla and upper limb (disorder),{DOID:9017}
cellular blue nevus of skin (disorder),{DOID:5227}
x-linked hyperuricemia,{DOID:1919}
dorsal spondylosis without myelopathy,{DOID:6604}
malignant neoplasm of cervical oesophagus,{DOID:1111}
pvan,{DOID:0040086}
contact dermatitis due to metal (disorder),{DOID:3143}
lung combined type small cell carcinoma,{DOID:5421}
iridoschisis (disorder),{DOID:11002}
fourth nerve palsy,{DOID:10869}
charcot-marie-tooth disease type 1d,{DOID:0110150}
charcot-marie-tooth disease type 1e,{DOID:0110153}
charcot-marie-tooth disease type 1f,{DOID:0110149}
charcot-marie-tooth disease type 1g,{DOID:0111560}
charcot-marie-tooth disease type 1a,{DOID:0110148}
charcot-marie-tooth disease type 1b,{DOID:0110152}
charcot-marie-tooth disease type 1c,{DOID:0110151}
osseous hemangiosarcoma,{DOID:3351}
"ewing's sarcoma, metastatic",{DOID:4982}
impaired renal function disease,{DOID:557}
autosomal recessive cutis laxa type ii classic type,{DOID:0070141}
nodular tenosynovitis,{DOID:2701}
rosenthal's disease,{DOID:2229}
postgerminal center chronic lymphocytic leukemia/small lymphocytic lymphoma,{DOID:7230}
retinal detachment with retinal defect,{DOID:5328}
herpes zoster with ophthalmic complication (disorder),{DOID:8535}
pmse syndrome,{DOID:0070511}
focal epilepsy,{DOID:2234}
skin granular cell tumour,{DOID:2410}
urinary tract papillary transitional cell benign neoplasm,{DOID:5433}
nicotine dependence,{DOID:0050742}
juvenile absence epilepsy 1,{DOID:0111324}
ctrct46,{DOID:0110243}
bladder papillary clear cell adenocarcinoma,{DOID:8051}
norum disease,{DOID:1391}
hereditary spherocytosis type 2,{DOID:0110917}
bilateral breast cancer,{DOID:6741}
hereditary spherocytosis type 5,{DOID:0110920}
hereditary spherocytosis type 4,{DOID:0110919}
pinched nerve,{DOID:4306}
toxaemia of pregnancy,{DOID:10591}
thomsen disease,{DOID:0081336}
prediabetes,{DOID:11716}
glanzmann's thrombasthenia,{DOID:2219}
labyrinthine dysfunction,{DOID:566}
"methylmalonic aciduria with homocystinuria, type cblx",{DOID:0111814}
blepharochalasis,{DOID:348}
upper clivus meningioma,{DOID:8221}
cvd1,{DOID:0111765}
obsolete mediastinal non-seminomatous germ cell cancer,{DOID:5347}
obsolete human papilloma virus related anal squamous cell carcinoma,{DOID:0050505}
suppression of urinary secretion,{DOID:2983}
syndromic x-linked intellectual disability 7,{DOID:0060808}
"homocystinuria-megaloblastic anemia, cblg complementation type",{DOID:0112256}
syndromic x-linked intellectual disability 5,{DOID:0060800}
double stranded dna reverse transcribing virus infectious disease,{DOID:0050500}
generalized congenital lipodystrophy type 4,{DOID:0111138}
"spontaneous abortion, unspecified, complicated by shock",{DOID:8615}
inborn metabolism disorder,{DOID:655}
neuroendocrine tumor of the stomach,{DOID:4715}
type ii diabetes mellitus,{DOID:9352}
obsolete haemophilus influenzae meningitis,{DOID:10803}
alpha-mannosidase deficiency,{DOID:3413}
hemorrhagic macular dystrophy,{DOID:0090114}
x-linked isolated growth hormone deficiency,{DOID:0060875}
malignant tumor of oral cavity (disorder),{DOID:3680}
congestive heart disease,{DOID:6000}
intraductal breast benign neoplasm,{DOID:3013}
suprofen allergy,{DOID:0040017}
amodiaquine allergy,{DOID:0040022}
x-linked msmd due to cybb deficiency,{DOID:0112000}
cll/sll with igvh shm,{DOID:7230}
senile hemangioma,{DOID:2495}
gilbert syndrome,{DOID:2739}
follicular dendritic cell sarcoma,{DOID:6262}
nervous tissue disease,{DOID:67}
cardiomyopathy,{DOID:0050700}
cap myopathy 2,{DOID:0110932}
uterine corpus serous adenocarcinoma,{DOID:5750}
combined immunodeficiency due to tfrc deficiency,{DOID:0111948}
primary spontaneous pneumothorax,{DOID:0080218}
szary's disease of lymph nodes of axilla and/or upper limb (disorder),{DOID:9017}
polycystic kidney and hepatic disease 1,{DOID:0110861}
myofibrillar myopathy-titinopathy,{DOID:0111188}
vaginal mullerian papilloma,{DOID:133}
ehlers-danlos syndrome classic-like 2,{DOID:0080732}
ehlers-danlos syndrome classic-like 1,{DOID:0080731}
tibial neuropathy,{DOID:1187}
chronic granulocytic leukaemia,{DOID:8552}
rcad,{DOID:0111101}
ovary mixed epithelial carcinoma,{DOID:6898}
dermatitis herpetiformis,{DOID:8505}
brain stem glioma,{DOID:4202}
"mucocutaneous leishmaniasis, american",{DOID:9155}
obsolete coxiella burnetii hepatitis,{DOID:0050221}
senile entropion,{DOID:12836}
obsolete peripheral dysostosis,{DOID:0050327}
refsum disease,{DOID:10582}
conjunctivochalasis,{DOID:4250}
chronic myeloproliferative disease,{DOID:2226}
adult brain stem glioma,{DOID:4813}
spinal muscular atrophy type 0,{DOID:0080667}
cns nb-foxr2,{DOID:0080906}
obsolete spermatogenic failure 9,{DOID:0070175}
autoimmune chronic active hepatitis,{DOID:2048}
macular cyst or hole,{DOID:13214}
superior vena cava leiomyosarcoma,{DOID:7390}
senile reticular retinal degeneration,{DOID:12163}
obsolete commensal streptococcal infectious disease,{DOID:2898}
intestinal disaccharidase deficiency,{DOID:9868}
erysipelothrix disease (disorder),{DOID:2470}
chromosome 2q37 deletion syndrome,{DOID:0111704}
autosomal recessive pericentral pigmentary retinopathy,{DOID:0110422}
intraventricular meningioma,{DOID:3772}
delusional disorder,{DOID:778}
epithelioid inflammatory myofibroblastic sarcoma,{DOID:0080372}
shaky hand syndrome,{DOID:4990}
peritonsillar abscess (disorder),{DOID:12765}
enterovirus heart infection (disorder),{DOID:1805}
urinary bladder villous adenoma,{DOID:5427}
rhodopsin-related congenital stationary night blindness,{DOID:0110862}
ankylosis of joint of lower leg,{DOID:381}
kartagener's syndrome,{DOID:0050144}
shoe boil,{DOID:12581}
primary extragonadal embryonal carcinoma,{DOID:3308}
naevoxanthoendothelioma,{DOID:4424}
frasier syndrome,{DOID:0050438}
anal carcinoma,{DOID:4908}
ankylosis of joint of multiple sites,{DOID:381}
"spinal ependymoma, mycn-amplified",{DOID:0080888}
fatal infantile cardioencephalomyopathy due to cytochrome c oxidase deficiency 4,{DOID:0080360}
fatal infantile cardioencephalomyopathy due to cytochrome c oxidase deficiency 1,{DOID:0080357}
fatal infantile cardioencephalomyopathy due to cytochrome c oxidase deficiency 3,{DOID:0080359}
fatal infantile cardioencephalomyopathy due to cytochrome c oxidase deficiency 2,{DOID:0080358}
schinzel phocomelia syndrome,{DOID:0112181}
"combined deficiency of sulfite oxidase, xanthine dehydrogenase and aldehyde oxidase",{DOID:0111165}
familial isolated hypoparathyroidism,{DOID:0111387}
mixed mineral dust pneumoconiosis,{DOID:10319}
whitewater arroyo hemorrhagic fever,{DOID:0050199}
acrosyringeal nevus,{DOID:12864}
rectum leiomyoma,{DOID:7160}
bartter syndrome type 1 antenatal,{DOID:0110142}
agat deficiency,{DOID:0050712}
saul-wilson syndrome,{DOID:0111673}
familial medullary thyroid carcinoma,{DOID:0050547}
left-sided ulcerative colitis,{DOID:8577}
"bone and joint disorder of back, pelvis, and lower limbs of mother, antepartum",{DOID:1150}
bland-white-garland syndrome,{DOID:0060562}
trisomy 1q21.1,{DOID:0060435}
cow milk allergy,{DOID:0060521}
cutaneous diphtheria,{DOID:12275}
capillary haemangioma,{DOID:2725}
"manic disorder, recurrent episode, in full remission",{DOID:8539}
beukes type hip dysplasia,{DOID:0111367}
semantic variant ppa,{DOID:0081391}
bladder dome cancer,{DOID:11820}
primary malignant extragonadal teratoma,{DOID:5563}
coffin-siris syndrome 12,{DOID:0112370}
nodular lymphoma of lymph nodes of multiple sites,{DOID:9046}
coffin-siris syndrome 11,{DOID:0112372}
agammaglobulinemia 10,{DOID:0081142}
keratosis palmoplantaris transgrediens of siemens,{DOID:0060862}
pediatric hepatocellular carcinoma,{DOID:0070322}
autosomal recessive congenital ichthyosis 14,{DOID:0080258}
autosomal recessive congenital ichthyosis 13,{DOID:0080257}
autosomal recessive congenital ichthyosis 10,{DOID:0060719}
autosomal recessive congenital ichthyosis 11,{DOID:0060720}
mddgc9,{DOID:0110293}
spinal charcot-marie-tooth disease 1,{DOID:0111200}
obsolete central nervous system adult tumor,{DOID:4596}
intestinal infection due to enterotoxigenic e. coli,{DOID:14434}
first-degree atrioventricular block,{DOID:0050821}
obsolete recurrent rectal cancer,{DOID:7358}
tattoo dysplasia,{DOID:0112287}
chronic gonorrhea of cervix,{DOID:1512}
hlp3,{DOID:0110875}
obsolete ovarian dermoid cyst with secondary sarcoma,{DOID:6630}
obsolete fallopian tube serous tumor,{DOID:5323}
arthrogryposis-severe scoliosis syndrome,{DOID:0111610}
kanzaki disease,{DOID:0112319}
arrhythmogenic right ventricular dysplasia,{DOID:0050431}
macular pseudohole retinal cyst,{DOID:13214}
whitaker syndrome,{DOID:0050167}
primary atelectasis of newborn,{DOID:424}
obsolete bordetella pertussis whooping cough,{DOID:0050399}
polyepiphyseal dysplasia type 1,{DOID:0070303}
sly syndrome,{DOID:12803}
calcific tendinitis,{DOID:14181}
polyepiphyseal dysplasia type 4,{DOID:0070300}
thymus cancer,{DOID:3277}
dystonia musculorum deformans,{DOID:0060730}
bruck syndrome,{DOID:0060231}
chondrodystrophy with sensorineural deafness,{DOID:0080026}
asymmetric motor neuropathy,{DOID:7559}
bardet-biedl syndrome 10,{DOID:0110132}
pituitary infarct,{DOID:1130}
pyriform sinus cancer,{DOID:9235}
thph11,{DOID:0111903}
thph10,{DOID:0111901}
oesophagus squamous cell carcinoma,{DOID:3748}
paediatric germ cell cancer,{DOID:6053}
bardet-biedl syndrome 17,{DOID:0110139}
cerebellofaciodental syndrome,{DOID:0080898}
acute rheumatic pericarditis (disorder),{DOID:14044}
mdrs1,{DOID:0110633}
malignant dermis tumor,{DOID:5274}
hypogammaglobulinemia,{DOID:2583}
epidermolysis bullosa simplex ogna type,{DOID:0060736}
